Language,String,Marathi,Hindi,Malayalam ,Nepali,Bengali,Gujarati,Punjabi,Tamil,Odia,Telugu,Kannada,Assamese,Khasi,Urdu
,3,निर्णय:,निर्णय:,ശാസ്ത്രീയ പ്രതികരണം:,निर्णय :,উত্তর:,નિષ્કર્ષ:,ਜਵਾਬ:,தீர்ப்பு:,ନିର୍ଣୟ :,తీర్పు:,ತೀರ್ಪು:,উত্তৰ :,Ka jingshem:,فیصلہ:
,4,खरं नाही.,असत्य / झूठ !,ശരിയല്ല!,सत्य होइन।,সত্য নয়।,સાચું નથી!,ਗਲਤ!,உண்மை இல்லை!,ସତ ନୁହେଁ!,ఇది నిజం కాదు!,ನಿಜವಲ್ಲ!,মিছা !,Kam dei kaba shisha!,یہ سچ نہیں ہے۔
,5,,,,,,,,,,,,,,
,6,का?:,क्यों?:,എന്തുകൊണ്ട്?,किन?,কারণ:,શા માટે:,ਕਿਉਂ?,ஏன்:,କାହିଁକି:,ఎందుకు:,ಏಕೆ:,কিয়? :,Balei?,کیوں
,7,हे कोरोना विषाणू श्वासनलिकेमार्फत आपल्या शरीरात शिरतात. उपास केल्याने त्यांच्यावर काहीही फरक पडणार नाही.,"कोरोना विषाणु श्वास मार्ग से शरीर में प्रवेश करता है। व्रत करने से इस विषाणु के शरीर में प्रवेश करने में कोई बाधा नहीं पड़ती है।
"," കൊറോണ വൈറസ് ശ്വാസകോശത്തിലൂടെ ശരീരത്തിൽ പ്രവേശിക്കുന്നു. ഇത് തടയാൻ ഉപവാസം കൊണ്ട്  കഴിയില്ല.
","कोरोना भाईरस हाम्रो शरीरमा स्वासप्रस्वास प्रणालीमार्फत छिर्दछ। व्रतले यसलाई हाम्रो शरीरमा छिर्नलाई रोक्न सक्दैन।","করোনা ভাইরাস শ্বাসনালীর মাধ্যমে দেহে প্রবেশ করে, তাই উপবাসের দ্বারা তা 
রোধ করা আদপেই সম্ভব নয়।",કોરોનાવાયરસ શ્વસન માર્ગ દ્વારા શરીરમાં પ્રવેશ કરે છે. ઉપવાસ તેને કોઈપણ રીતે પ્રવેશતા અટકાવશે નહીં.,ਕੋਰੋਨਵਾਇਰਸ ਸਾਹ ਦੀ ਨਾਲੀ ਰਾਹੀਂ ਸਰੀਰ ਵਿਚ ਦਾਖਲ ਹੁੰਦਾ ਹੈ. ਵਰਤ ਰੱਖਣਾ ਇਸ ਨੂੰ ਸਰੀਰ ਵਿਚ ਦਾਖਲ ਹੋਣ ਤੋਂ ਨਹੀਂ ਰੋਕੇਗਾ.,"கொரோனா வைரஸ் சுவாச அமைப்பின் வழியே உடலுக்குள் நுழைகிறது. விரதம் இருப்பதனால்  வைரஸ் சுவாச பாதைக்குள் செல்வதை தடுக்க இயலாது.
","କରୋନାଭାଇରସ୍ ଶ୍ୱାସନଳୀ ମାଧ୍ୟମରେ ଶରୀରକୁ ପ୍ରବେଶ କରେ | ଉପବାସ ଏହାର ପ୍ରବେଶକୁ କୌଣସି ପ୍ରକାରେ ବନ୍ଦ କରିପାରିବ ନାହିଁ |",ఈ కరోన వైరస్ మీ శ్వాసనాళాల ద్వారా శరీరంలోకి ప్రవేశించవచ్చు. ఉపవాసం దాన్ని ఎలాగైనా ప్రవేశించకుండా ఆపదు.,ಕರೋನವೈರಸ್ ಉಸಿರಾಟದ ಮೂಲಕ ದೇಹವನ್ನು ಪ್ರವೇಶಿಸುತ್ತದೆ. ಉಪವಾಸವು ಅದು ಪ್ರವೇಶಿಸುವುದನ್ನು ತಡೆಯುವುದಿಲ್ಲ.,"COVID-19 ভাইৰাছে দেহত শ্বাসনলীৰ দ্বাৰা প্ৰৱেশ কৰে। ব্ৰত কৰক বা নকৰক, ভাইৰাছটোক আপুনি দেহত প্ৰৱেশ কৰাৰ পৰা বাধা দিব নোৱাৰে।",U coronavirus u rung ha ka met lyngba ki lynti ring bad pynhiar mynsiem. Ka jingshah jingit ne shah thngan kan nym pynsangeh їa ka jingrung jong u virus da lei lei ruh.,کورونا وائرس جسم میں سانس لینے کی نالی کے ذریعے داخل ہوتا ہے۔ روزےرکھنے سےہم اسے کسی بھی طرح سے اندر داخل ہونے سے نہیں روک سکتے۔
Image 16,1,दावा:,दावा:,വാദം:,दावी:,দাবী:,દાવો:,ਦਾਅਵਾ:,கூற்று:,ଦାବି:,ఆరోపణ:,ದಾವೆ:,দাবী :,Ka jingkam ka bym shisha:,دعویٰ :
,2,काही लोकांच्या खाण्यापिण्याच्या विचित्र सवयींमुळे ही करोना विषाणूची साथ पसरली आहे.,"   कोविड -19 महामारी कुछ लोगों के खान -पान की असामान्य आदतों से आई है।   ","ചില ജനതയുടെ അസാധാരണ  ഭക്ഷണശീലമാണ് ഈ കോവിഡ് -19 പകർച്ചവ്യാധിക്ക് കാരണം.

",कोभिड-१९ को महामारी केहि समुदायको अस्वाभाभिक खानाको छनौटले गर्दा भएको हो।,এই কোভিড-১৯ মহামারীটি ঘটেছে কিছু মানুষের অস্বাভাবিক খাদ্যাভাস এর কারণে।,આ કોવિડ -19 રોગચાળો કેટલાક સમુદાયોની અસામાન્ય ખોરાક પસંદગીઓના કારણે થાય છે,ਇਹ ਕੋਵਿਡ -19 ਮਹਾਂਮਾਰੀ ਚੀਨੀ ਲੋਕਾਂ ਦੀਆਂ ਖਾਣ ਪੀਣ ਦੀਆਂ ਆਦਤਾਂ ਕਾਰਨ ਹੁੰਦੀ ਹੈ.,"சில சமூகத்தின் விசித்திர உணவு பழக்கம் தான் இந்த கோவிட்-19 தொற்று நோய் ஏற்படக்காரணம்.
",ଏହି COVID-19 ମହାମାରୀ କେତେକ ସମ୍ପ୍ରଦାୟର ଅସାଧାରଣ ଖାଦ୍ୟ ପସନ୍ଦ ଦ୍ୱାରା ହୋଇଥାଏ |,ఈ కోవిడ్-19 మహమ్మారి కొన్ని వర్గాల అసాధారణ ఆహార ఎంపికల వలన కలుగుతుంది.,ಈ COVID-19 ಸಾಂಕ್ರಾಮಿಕವು ಕೆಲವು ಸಮಾಜದ ಆಹಾರ ಪದ್ಧತಿಯಿಂದ ಮತ್ತು ಆಯ್ಕೆಗಳಿಂದ ಉಂಟಾಗಿದೆ.,COVID-19 মহামাৰী কিছুমান জনগোষ্ঠীৰ আচহুৱা খাদ্যাভ্যাসৰ বাবে বিয়পিছে।,Ka daw jong ka jingwan kane ka khlam COVID-19 ka dei na ka rukom bam khyllah jong katto katne ki kynhun jaitbynriew.,یہ کوویڈ – ١٩ کی وبا کچھ سماجی طبقوں کی غیر معمولی غذائی عادات کی وجہ سے ہے۔
,3,निर्णय:,निर्णय:,ശാസ്ത്രീയ പ്രതികരണം:,निर्णय :,উত্তর:,નિષ્કર્ષ:,ਜਵਾਬ:,தீர்ப்பு:,,తీర్పు:,ತೀರ್ಪು:,উত্তৰ :,Ka jingshem:,فیصلہ:
,4,खरं नाही.,असत्य / झूठ !,"തെറ്റിദ്ധാരണ, ശരിയല്ല","सत्य होइन।",সত্য নয়।,"ભ્રામક, સાચું નથી","ਗੁੰਮਰਾਹਕੁੰਨ, ਸਹੀਨਹੀਂ",உண்மை இல்லை!,ସତ ନୁହେଁ!,ఇది నిజం కాదు!,ನಿಜವಲ್ಲ!,মিছা !,Kam dei kaba shisha!,یہ سچ نہیں ہے۔
,5,,,,,,,,,,,,,,
,6,का?:,क्यों?:,എന്തുകൊണ്ട്?,किन?,কারণ:,શા માટે:,ਕਿਉਂ:,ஏன்:,କାହିଁକି:,ఎందుకు:,ಏಕೆ:,কিয়? :,Balei?,کیوں
,7,एखाद्या नवीन विषाणूची उत्क्रांती होऊन तो प्राण्यांपासून मनुष्यांमध्ये कधी संक्रमण करू शकेल हे वर्तवणे फारच अवघड आहे. यापूर्वी देखील अनेक विषाणूंनी पाळीव जनावरांकडून मनुष्यांमध्ये संक्रमण केले आहे. त्यामुळे या विषाणूच्या उत्क्रांतीसाठी कोणत्याही समुदायाच्या खाण्यापिण्याच्या सवयींना जबाबदार धरणे अयोग्य आहे.,यह भविष्यवाणी कर पाना कि कोई नया विषाणु परिवर्तित हो कर कब जानवरों के बजाय मानवों को संक्रमित करना शुरू कर देगा अत्यधिक चुनौती पूर्ण है। इससे पहले भी पालतू जानवरों के विषाणुओं को परिवर्तित हो कर उनके देखभाल करने वाले लोगों को संक्रमित करने के मामले सामने आए हैं। इस कारण इस बीमारी के लिए किसी एक देश या समाज की खान पान कि आदतों को जिम्मेदार ठहराना अनुचित है।," മൃഗങ്ങളിൽ നിന്ന് മനുഷ്യരിലേക്ക് ചാടാൻ തക്ക ശേഷി ഏതെങ്കിലും ഒരു വൈറസ്  എപ്പോൾ കൈവരിക്കും എന്നത് പ്രവചനാതീതമാണ്.  പരിവർത്തനം വന്ന വൈറസുകൾ വളർത്തുമൃഗങ്ങളിൽ നിന്ന് അവയുടെ പരിപാലകരിലേക്ക് പകരുന്നതു മുമ്പും സംഭവിച്ചിട്ടുണ്ട്. അതിനാൽ, ഈ വൈറസ് മനുഷ്യനെ ബാധിച്ചതിനു ഏതെങ്കിലും സമൂഹത്തിന്റെ ഭക്ഷണ ശീലങ്ങളെ കുറ്റപ്പെടുത്തുന്നത് അനുചിതമാണ്.

","कुन बेला नयाँ भाईरस म्युटेट भएर जनावरबाट मानिसमा सर्दाचा भन्ने कुरा पत्ता लगाउने काम एकदमै चुनौतीपूर्ण र जटिल काम हो।यो भन्दा अघि केहि भाईरस घरपालुवा जनावरबाट उनीहरुका मालिकमा सरेका प्रमाणहरु छन्।
 त्यसैले, यस भाईरसको म्युटेसनमा कुनै समुदायको खानाको स्वभावलाई दोष दिनु त्यति उपयुक्त हुदैन।","কখন একটি নতুন ভাইরাস নিজের প্রকাশ ঘটিয়ে জীবজন্তুর থেকে মানুষের 
মধ্যে ছড়িয়ে পড়বে, তা অনুমান করা অত্যন্ত কঠিন। এর আগে আমরা দেখেছি কী ভাবে বিভিন্ন ভাইরাস গৃহপালিত পশুর মধ্যে প্রথমে প্রকাশিত হয়ে মানুষের দেহে ছড়িয়ে পড়েছে। তাই, এক শ্রেণীর মানুষের খাদ্যাভাস কে এটার জন্য দায়ী করাটা একেবারেই উচিত না।","પ્રાણીથી મનુષ્યમાં કૂદકો લગાવવા માટે કોઈ પણ નવા વાયરસ પરિવર્તન કરી શકે છે ત્યારે આગાહી કરવી અશ્વસનીય પડકારજનક છે. આ પહેલાં, આપણે પાળેલા પ્રાણીઓથી તેમના કેરગિવર્સ પર જવા માટે વાયરસ પરિવર્તન કરતા જોયા છે. આમ, આ વાયરસના પરિવર્તન માટે કોઈપણ સમુદાયની ખોરાકની ટેવને દોષ આપવી અયોગ્ય છે.","ਇਹ ਦੱਸਣਾ ਬਹੁਤ ਮੁਸ਼ਕਲ ਹੈ ਕਿ ਜਦੋਂ ਕੋਈ ਨਵਾਂ ਵਿਸ਼ਾਣੂ ਜਾਨਵਰਾਂ ਤੋਂ ਮਨੁੱਖਾਂ ਵਿੱਚ ਕੁੱਦਣ ਲਈ ਬਦਲ ਸਕਦਾ ਹੈ. ਪਹਿਲਾਂ ਅਸੀਂ ਵੇਖਿਆ ਹੈ ਕਿ ਵਾਇਰਸ ਪਰਿਵਰਤਨ ਕਰਦੇ ਹੋਏ ਪਾਲਤੂ ਜਾਨਵਰਾਂ ਤੋਂ ਉਨ੍ਹਾਂ ਦੀ ਦੇਖਭਾਲ ਕਰਨ ਵਾਲਿਆ ਵੱਲ ਜਾਂਦੇ ਹਨ. ਇਸ ਤਰ੍ਹਾਂ, ਇਸ ਵਾਇਰਸ ਦੇ ਪਰਿਵਰਤਨ ਲਈ ਚੀਨੀ ਲੋਕਾਂ ਦੀਆਂ ਖਾਣ ਦੀਆਂ ਆਦਤਾਂ ਨੂੰ ਜ਼ਿੰਮੇਵਾਰ ਠਹਿਰਾਉਣਾ ਅਣਉਚਿਤ ਹੈ.","விலங்குகளிலிருந்து மனிதருக்கு தாவும்படியாக வைரஸில் மரபணு மாற்றம் எப்போது ஏற்படும்  என்பதை முன்கூட்டியே கணிப்பது மிகப்பெரிய சவால். ஏற்கனவே இதுபோல வரலாற்றில் வீட்டு விலங்குகளாக வளர்க்கப்படும் விலங்குகளிடம் உள்ள வைரஸ்களில்
தீடிர் மாற்றம் ஏற்பட்டு வளர்பவர்களிடம் வைரஸ் தாவுவதை கண்டுள்ளோம். எனவே இந்த திடீர் மரபணு மாற்றத்துக்கு எந்த ஒரு சமூகத்தின் உணவு பழக்கவழக்கங்களை பழிப்பது முறையல்ல.
","ଭୂତାଣୁ ମାନଙ୍କର ନିଜର ପରିବର୍ତନ  ଦ୍ୱାରା କେବେ କୌଣସି ନୂତନ ଭୂତାଣୁ ପଶୁମାନଙ୍କଠାରୁ ମଣିଷକୁ  ଡେଇଁପାରେ, ତାହାର  ପୂର୍ବାନୁମାନ କରିବା ଅତ୍ୟଧିକ କଠିନ ଅଟେ | ଭୂତାଣୁମାନେ ଗୃହପାଳିତ ପଶୁମାନଙ୍କ ଠାରୁ ସେମାନଙ୍କର ଯତ୍ନ ନେଉଥିବା ବ୍ୟକ୍ତିମାନଙ୍କୁ ଡେଇଁବା ଆମେ ପୂର୍ବରୁ ଦେଖିଛୁ  | ତେଣୁ, ଏହି ଭୂତାଣୁ ମ୍ୟୁଟେସନ ପାଇଁ କୌଣସି ସମ୍ପ୍ରଦାୟର ଖାଦ୍ୟ ଅଭ୍ୟାସକୁ ଦାୟୀ କରିବା ଅନୁଚିତ |","ఏదైనా కొత్త వైరస్ జంతువుల నుంచి మానవులకు జంప్ చేయడం ఏవిధంగా జరుగుతోందో ఊహించడం ఎంతో సవాలుతో కూడుకున్న విషయం. పెంపుడు జంతువుల నుంచి తమ సంరక్షకులకు వైరసులు జంప్ చేయడం మనం చూశాం. అందువలన, ఈ వైరస్ ఉత్పరివర్తనం కోసం ఏ సంఘం )కమ్యూనిటీ( యొక్క ఆహారపు అలవాట్లను నిందించడం సముచితం కాదు.","ಯಾವುದೇ ಹೊಸ ವೈರಸ್ ಯಾವಾಗ ಪ್ರಾಣಿಗಳಿಂದ ಮನುಷ್ಯರಿಗೆ ಹರಡಬಲ್ಲ ರೂಪವಾಗಿ ಪರಿವರ್ತಿಸುತ್ತದೆ ಎಂದು ಊಹಿಸುವುದು ಒಂದು ಸವಾಲು. ಈಹಿಂದೆ ವೈರಸ್ ಗಳು ಸಾಕು ಪ್ರಾಣಿಗಳಿಂದ ಮನುಷ್ಯರಿಗೆ ಹರಡಿರುವ ಉದಾಹರಣೆಗಳಿವೆ. ಹೀಗಾಗಿ, ಈ ವೈರಸ್‌ನ ರೂಪಾಂತರಕ್ಕಾಗಿ ಯಾವುದೇ ಸಮುದಾಯದ ಆಹಾರ ಪದ್ಧತಿಯನ್ನು ದೂಷಿಸುವುದು ಸೂಕ್ತವಲ್ಲ.",এয়া কোৱাতো বহুত কঠিন যে কেতিয়া এটা নতুন ভাইৰাছে উৎপৰিৱৰ্তন (mutation) কৰি জীৱ-জন্তুৰ দেহৰ পৰা মানুহৰ দেহত প্ৰৱেশ কৰিব। আগতে আমি এনে বহুতো উদাহৰণ দেখিছোঁ য'ত পোহনীয়া জন্তুৰ পৰাও মানৱদেহত নতুন প্ৰকাৰৰ ভাইৰাছৰ সংক্ৰমণ হৈছিল। গতিকে কোনো গোষ্ঠীৰে খাদ্যাভ্যাসক ইয়াৰ বাবে জগৰীয়া কৰা উচিত নহয়।,"Ka long kaba shitom haduh katta katta ban їathuhlypa lano uno uno u virus ba thymmai un kylla dur ban kynthih na ki mrad sha ki briew. Mynshuwa ngi la їohi їa ki virus ba ki kylla dur bad kynthih na ki mrad ba ri ha їing sha ki trai jong ki. Kumta, kam long kaba dei ban kynnoh ka ka jingkylla dur jong une u virus ka dei na ka rukom bam jong kano kano ka kynhun jaitbynriew.",جانوروں سے انسانوں میں منتقل ہونے کے لیے کسی بھی وائرس کا تغیر کب ہوتا ہے اس بات کی پیشن گوئی کر پانا حیرت انگیزطور پر مشکل ہے۔ایسا ہم نے پہلے بھی دیکھا ہے کہ وائرس میں تغیرہوتا ہےتاکہ وہ جانوروں سے اپنی دیکھ بھال کرنے والوں کی طرف منتقل ہو سکیں۔اس لیے ، ان وائرس میں ہونے والے تغیر کا الزام کسی طبقے کی غذائی عادات کو دیں یہ ٹھیک نہیں ہے۔
Image 17,1,दावा:,दावा:,വാദം:,दावी:,দাবী:,દાવો:,ਦਾਅਵਾ:,கூற்று:,ଦାବି:,ఆరోపణ:,ದಾವೆ:,দাবী :,Ka jingkam ka bym shisha:,دعویٰ :
,2,टाळ्या वाजून ह्या कोरोना विषाणूंचा नाश होतो.,"ताली बजाने से कोरोना विषाणु नष्ट हो जाता है। ",കൈയ്യടിക്കുന്നത് കൊറോണ വൈറസിനെ നശിപ്പിക്കുന്നു,"सबैले एकसाथ थपडी बजाएर कोरोना भाईरस नष्ट गर्न सकिन्छ।",একসাথে করতালির মাধ্যমে করোনা ভাইরাস ধ্বংস করা সম্ভব।,એક સાથે તાળી પાડીને કોરોના વાયરસનો નાશ થાય છે,ਇੱਕ ਨਾਲ ਤਾੜੀਆਂ ਮਾਰਨ ਨਾਲ ਕੋਰੋਨਾਵਾਇਰਸ ਨਸ਼ਟ ਹੁੰਦਾ ਹੈ," கைதட்டுவதால் கொரோனா வைரஸ் அழியும்

","ଏକାଠି ହାତରେ ତାଳି ମାରିବା ପ୍ରକ୍ରିୟା କରୋନାଭାଇରସକୁ ନଷ୍ଟ କରିଦିଏ |
",రెండు చేతుల్తో చప్పట్లు కొట్టడం వల్ల కరోనా వైరస్ నశిస్తుంది.,ಕೈ ಚಪ್ಪಾಳೆ ತಟ್ಟಿ ಕರೋನವೈರಸ್ ಅನ್ನು ನಾಶಮಾಡಬಹುದು,হাত চাপৰিয়ে ভাইৰাছটোক নষ্ট কৰে ।,Ka jingthab kti lang їa ki kti ka pyntroin їa u coronavirus.,: ساتھ میں تالی بجانے سے کورونا وائرس تباہ ہو جاتے ہیں۔
,3,निर्णय:,निर्णय:,ശാസ്ത്രീയ പ്രതികരണം:,निर्णय :,উত্তর:,નિષ્કર્ષ:,ਜਵਾਬ:,தீர்ப்பு:,ନିର୍ଣୟ :,తీర్పు:,ತೀರ್ಪು:,উত্তৰ :,Ka jingshem:,فیصلہ:
,4,खरं नाही.,असत्य / झूठ !,ശരിയല്ല!,सत्य होइन।,সত্য নয়।,સાચું નથી!,ਗਲਤ,உண்மை இல்லை!,ସତ ନୁହେଁ!,ఇది నిజం కాదు!,ನಿಜವಲ್ಲ!,মিছা !,Kam dei kaba shisha!,یہ سچ نہیں ہے۔
,5,,,,,,,,,,,,,,
,6,का?:,क्यों?:,എന്തുകൊണ്ട്?,किन?,কারণ:,શા માટે:,ਕਿਉਂ?,ஏன்:,କାହିଁକି:,ఎందుకు:,ಏಕೆ:,কিয়? :,Balei?,کیوں
